省,省代码,市,市代码adcode,县,adcode,citycode
北京市,110000,东城区,110101,东城区,110101,010
北京市,110000,西城区,110102,西城区,110102,010
北京市,110000,朝阳区,110105,朝阳区,110105,010
北京市,110000,丰台区,110106,丰台区,110106,010
北京市,110000,石景山区,110107,石景山区,110107,010
北京市,110000,海淀区,110108,海淀区,110108,010
北京市,110000,门头沟区,110109,门头沟区,110109,010
北京市,110000,房山区,110111,房山区,110111,010
北京市,110000,通州区,110112,通州区,110112,010
北京市,110000,顺义区,110113,顺义区,110113,010
北京市,110000,昌平区,110114,昌平区,110114,010
北京市,110000,大兴区,110115,大兴区,110115,010
北京市,110000,怀柔区,110116,怀柔区,110116,010
北京市,110000,平谷区,110117,平谷区,110117,010
北京市,110000,密云区,110118,密云区,110118,010
北京市,110000,延庆区,110119,延庆区,110119,010
天津市,120000,天津市市辖区,120100,和平区,120101,022
天津市,120000,天津市市辖区,120100,河东区,120102,022
天津市,120000,天津市市辖区,120100,河西区,120103,022
天津市,120000,天津市市辖区,120100,南开区,120104,022
天津市,120000,天津市市辖区,120100,河北区,120105,022
天津市,120000,天津市市辖区,120100,红桥区,120106,022
天津市,120000,天津市市辖区,120100,东丽区,120110,022
天津市,120000,天津市市辖区,120100,西青区,120111,022
天津市,120000,天津市市辖区,120100,津南区,120112,022
天津市,120000,天津市市辖区,120100,北辰区,120113,022
天津市,120000,天津市市辖区,120100,武清区,120114,022
天津市,120000,天津市市辖区,120100,宝坻区,120115,022
天津市,120000,天津市市辖区,120100,滨海新区,120116,022
天津市,120000,天津市市辖区,120100,宁河区,120117,022
天津市,120000,天津市市辖区,120100,静海区,120118,022
天津市,120000,天津市市辖区,120100,蓟州区,120119,022
河北省,130000,石家庄市,130100,石家庄市市辖区,130101,0311
河北省,130000,石家庄市,130100,长安区,130102,0311
河北省,130000,石家庄市,130100,桥西区,130104,0311
河北省,130000,石家庄市,130100,新华区,130105,0311
河北省,130000,石家庄市,130100,井陉矿区,130107,0311
河北省,130000,石家庄市,130100,裕华区,130108,0311
河北省,130000,石家庄市,130100,藁城区,130109,0311
河北省,130000,石家庄市,130100,鹿泉区,130110,0311
河北省,130000,石家庄市,130100,栾城区,130111,0311
河北省,130000,石家庄市,130100,井陉县,130121,0311
河北省,130000,石家庄市,130100,正定县,130123,0311
河北省,130000,石家庄市,130100,行唐县,130125,0311
河北省,130000,石家庄市,130100,灵寿县,130126,0311
河北省,130000,石家庄市,130100,高邑县,130127,0311
河北省,130000,石家庄市,130100,深泽县,130128,0311
河北省,130000,石家庄市,130100,赞皇县,130129,0311
河北省,130000,石家庄市,130100,无极县,130130,0311
河北省,130000,石家庄市,130100,平山县,130131,0311
河北省,130000,石家庄市,130100,元氏县,130132,0311
河北省,130000,石家庄市,130100,赵县,130133,0311
河北省,130000,石家庄市,130100,辛集市,130181,0311
河北省,130000,石家庄市,130100,晋州市,130183,0311
河北省,130000,石家庄市,130100,新乐市,130184,0311
河北省,130000,唐山市,130200,唐山市市辖区,130201,0315
河北省,130000,唐山市,130200,路南区,130202,0315
河北省,130000,唐山市,130200,路北区,130203,0315
河北省,130000,唐山市,130200,古冶区,130204,0315
河北省,130000,唐山市,130200,开平区,130205,0315
河北省,130000,唐山市,130200,丰南区,130207,0315
河北省,130000,唐山市,130200,丰润区,130208,0315
河北省,130000,唐山市,130200,曹妃甸区,130209,0315
河北省,130000,唐山市,130200,滦州市,130284,0315
河北省,130000,唐山市,130200,滦南县,130224,0315
河北省,130000,唐山市,130200,乐亭县,130225,0315
河北省,130000,唐山市,130200,迁西县,130227,0315
河北省,130000,唐山市,130200,玉田县,130229,0315
河北省,130000,唐山市,130200,遵化市,130281,0315
河北省,130000,唐山市,130200,迁安市,130283,0315
河北省,130000,秦皇岛市,130300,秦皇岛市市辖区,130301,0335
河北省,130000,秦皇岛市,130300,海港区,130302,0335
河北省,130000,秦皇岛市,130300,山海关区,130303,0335
河北省,130000,秦皇岛市,130300,北戴河区,130304,0335
河北省,130000,秦皇岛市,130300,抚宁区,130306,0335
河北省,130000,秦皇岛市,130300,青龙满族自治县,130321,0335
河北省,130000,秦皇岛市,130300,昌黎县,130322,0335
河北省,130000,秦皇岛市,130300,卢龙县,130324,0335
河北省,130000,邯郸市,130400,邯郸市市辖区,130401,0310
河北省,130000,邯郸市,130400,邯山区,130402,0310
河北省,130000,邯郸市,130400,丛台区,130403,0310
河北省,130000,邯郸市,130400,复兴区,130404,0310
河北省,130000,邯郸市,130400,峰峰矿区,130406,0310
河北省,130000,邯郸市,130400,肥乡区,130407,0310
河北省,130000,邯郸市,130400,永年区,130408,0310
河北省,130000,邯郸市,130400,临漳县,130423,0310
河北省,130000,邯郸市,130400,成安县,130424,0310
河北省,130000,邯郸市,130400,大名县,130425,0310
河北省,130000,邯郸市,130400,涉县,130426,0310
河北省,130000,邯郸市,130400,磁县,130427,0310
河北省,130000,邯郸市,130400,邱县,130430,0310
河北省,130000,邯郸市,130400,鸡泽县,130431,0310
河北省,130000,邯郸市,130400,广平县,130432,0310
河北省,130000,邯郸市,130400,馆陶县,130433,0310
河北省,130000,邯郸市,130400,魏县,130434,0310
河北省,130000,邯郸市,130400,曲周县,130435,0310
河北省,130000,邯郸市,130400,武安市,130481,0310
河北省,130000,邢台市,130500,邢台市市辖区,130501,0319
河北省,130000,邢台市,130500,襄都区,130502,0319
河北省,130000,邢台市,130500,信都区,130503,0319
河北省,130000,邢台市,130500,临城县,130522,0319
河北省,130000,邢台市,130500,内丘县,130523,0319
河北省,130000,邢台市,130500,柏乡县,130524,0319
河北省,130000,邢台市,130500,隆尧县,130525,0319
河北省,130000,邢台市,130500,任泽区,130505,0319
河北省,130000,邢台市,130500,南和区,130506,0319
河北省,130000,邢台市,130500,宁晋县,130528,0319
河北省,130000,邢台市,130500,巨鹿县,130529,0319
河北省,130000,邢台市,130500,新河县,130530,0319
河北省,130000,邢台市,130500,广宗县,130531,0319
河北省,130000,邢台市,130500,平乡县,130532,0319
河北省,130000,邢台市,130500,威县,130533,0319
河北省,130000,邢台市,130500,清河县,130534,0319
河北省,130000,邢台市,130500,临西县,130535,0319
河北省,130000,邢台市,130500,南宫市,130581,0319
河北省,130000,邢台市,130500,沙河市,130582,0319
河北省,130000,保定市,130600,保定市市辖区,130601,0312
河北省,130000,保定市,130600,竞秀区,130602,0312
河北省,130000,保定市,130600,莲池区,130606,0312
河北省,130000,保定市,130600,满城区,130607,0312
河北省,130000,保定市,130600,清苑区,130608,0312
河北省,130000,保定市,130600,徐水区,130609,0312
河北省,130000,保定市,130600,涞水县,130623,0312
河北省,130000,保定市,130600,阜平县,130624,0312
河北省,130000,保定市,130600,定兴县,130626,0312
河北省,130000,保定市,130600,唐县,130627,0312
河北省,130000,保定市,130600,高阳县,130628,0312
河北省,130000,保定市,130600,容城县,130629,0312
河北省,130000,保定市,130600,涞源县,130630,0312
河北省,130000,保定市,130600,望都县,130631,0312
河北省,130000,保定市,130600,安新县,130632,0312
河北省,130000,保定市,130600,易县,130633,0312
河北省,130000,保定市,130600,曲阳县,130634,0312
河北省,130000,保定市,130600,蠡县,130635,0312
河北省,130000,保定市,130600,顺平县,130636,0312
河北省,130000,保定市,130600,博野县,130637,0312
河北省,130000,保定市,130600,雄县,130638,0312
河北省,130000,保定市,130600,涿州市,130681,0312
河北省,130000,保定市,130600,定州市,130682,0312
河北省,130000,保定市,130600,安国市,130683,0312
河北省,130000,保定市,130600,高碑店市,130684,0312
河北省,130000,张家口市,130700,张家口市市辖区,130701,0313
河北省,130000,张家口市,130700,桥东区,130702,0313
河北省,130000,张家口市,130700,桥西区,130703,0313
河北省,130000,张家口市,130700,宣化区,130705,0313
河北省,130000,张家口市,130700,下花园区,130706,0313
河北省,130000,张家口市,130700,万全区,130708,0313
河北省,130000,张家口市,130700,崇礼区,130709,0313
河北省,130000,张家口市,130700,张北县,130722,0313
河北省,130000,张家口市,130700,康保县,130723,0313
河北省,130000,张家口市,130700,沽源县,130724,0313
河北省,130000,张家口市,130700,尚义县,130725,0313
河北省,130000,张家口市,130700,蔚县,130726,0313
河北省,130000,张家口市,130700,阳原县,130727,0313
河北省,130000,张家口市,130700,怀安县,130728,0313
河北省,130000,张家口市,130700,怀来县,130730,0313
河北省,130000,张家口市,130700,涿鹿县,130731,0313
河北省,130000,张家口市,130700,赤城县,130732,0313
河北省,130000,承德市,130800,承德市市辖区,130801,0314
河北省,130000,承德市,130800,双桥区,130802,0314
河北省,130000,承德市,130800,双滦区,130803,0314
河北省,130000,承德市,130800,鹰手营子矿区,130804,0314
河北省,130000,承德市,130800,承德县,130821,0314
河北省,130000,承德市,130800,兴隆县,130822,0314
河北省,130000,承德市,130800,滦平县,130824,0314
河北省,130000,承德市,130800,隆化县,130825,0314
河北省,130000,承德市,130800,丰宁满族自治县,130826,0314
河北省,130000,承德市,130800,宽城满族自治县,130827,0314
河北省,130000,承德市,130800,围场满族蒙古族自治县,130828,0314
河北省,130000,承德市,130800,平泉市,130881,0314
河北省,130000,沧州市,130900,沧州市市辖区,130901,0317
河北省,130000,沧州市,130900,新华区,130902,0317
河北省,130000,沧州市,130900,运河区,130903,0317
河北省,130000,沧州市,130900,沧县,130921,0317
河北省,130000,沧州市,130900,青县,130922,0317
河北省,130000,沧州市,130900,东光县,130923,0317
河北省,130000,沧州市,130900,海兴县,130924,0317
河北省,130000,沧州市,130900,盐山县,130925,0317
河北省,130000,沧州市,130900,肃宁县,130926,0317
河北省,130000,沧州市,130900,南皮县,130927,0317
河北省,130000,沧州市,130900,吴桥县,130928,0317
河北省,130000,沧州市,130900,献县,130929,0317
河北省,130000,沧州市,130900,孟村回族自治县,130930,0317
河北省,130000,沧州市,130900,泊头市,130981,0317
河北省,130000,沧州市,130900,任丘市,130982,0317
河北省,130000,沧州市,130900,黄骅市,130983,0317
河北省,130000,沧州市,130900,河间市,130984,0317
河北省,130000,廊坊市,131000,廊坊市市辖区,131001,0316
河北省,130000,廊坊市,131000,安次区,131002,0316
河北省,130000,廊坊市,131000,广阳区,131003,0316
河北省,130000,廊坊市,131000,固安县,131022,0316
河北省,130000,廊坊市,131000,永清县,131023,0316
河北省,130000,廊坊市,131000,香河县,131024,0316
河北省,130000,廊坊市,131000,大城县,131025,0316
河北省,130000,廊坊市,131000,文安县,131026,0316
河北省,130000,廊坊市,131000,大厂回族自治县,131028,0316
河北省,130000,廊坊市,131000,霸州市,131081,0316
河北省,130000,廊坊市,131000,三河市,131082,0316
河北省,130000,衡水市,131100,衡水市市辖区,131101,0318
河北省,130000,衡水市,131100,桃城区,131102,0318
河北省,130000,衡水市,131100,冀州区,131103,0318
河北省,130000,衡水市,131100,枣强县,131121,0318
河北省,130000,衡水市,131100,武邑县,131122,0318
河北省,130000,衡水市,131100,武强县,131123,0318
河北省,130000,衡水市,131100,饶阳县,131124,0318
河北省,130000,衡水市,131100,安平县,131125,0318
河北省,130000,衡水市,131100,故城县,131126,0318
河北省,130000,衡水市,131100,景县,131127,0318
河北省,130000,衡水市,131100,阜城县,131128,0318
河北省,130000,衡水市,131100,深州市,131182,0318
山西省,140000,太原市,140100,太原市市辖区,140101,0351
山西省,140000,太原市,140100,小店区,140105,0351
山西省,140000,太原市,140100,迎泽区,140106,0351
山西省,140000,太原市,140100,杏花岭区,140107,0351
山西省,140000,太原市,140100,尖草坪区,140108,0351
山西省,140000,太原市,140100,万柏林区,140109,0351
山西省,140000,太原市,140100,晋源区,140110,0351
山西省,140000,太原市,140100,清徐县,140121,0351
山西省,140000,太原市,140100,阳曲县,140122,0351
山西省,140000,太原市,140100,娄烦县,140123,0351
山西省,140000,太原市,140100,古交市,140181,0351
山西省,140000,大同市,140200,大同市市辖区,140201,0352
山西省,140000,大同市,140200,平城区,140213,0352
山西省,140000,大同市,140200,云冈区,140214,0352
山西省,140000,大同市,140200,新荣区,140212,0352
山西省,140000,大同市,140200,阳高县,140221,0352
山西省,140000,大同市,140200,天镇县,140222,0352
山西省,140000,大同市,140200,广灵县,140223,0352
山西省,140000,大同市,140200,灵丘县,140224,0352
山西省,140000,大同市,140200,浑源县,140225,0352
山西省,140000,大同市,140200,左云县,140226,0352
山西省,140000,大同市,140200,云州区,140215,0352
山西省,140000,阳泉市,140300,阳泉市市辖区,140301,0353
山西省,140000,阳泉市,140300,城区,140302,0353
山西省,140000,阳泉市,140300,矿区,140303,0353
山西省,140000,阳泉市,140300,郊区,140311,0353
山西省,140000,阳泉市,140300,平定县,140321,0353
山西省,140000,阳泉市,140300,盂县,140322,0353
山西省,140000,长治市,140400,长治市市辖区,140401,0355
山西省,140000,长治市,140400,潞州区,140403,0355
山西省,140000,长治市,140400,上党区,140404,0355
山西省,140000,长治市,140400,襄垣县,140423,0355
山西省,140000,长治市,140400,屯留区,140405,0355
山西省,140000,长治市,140400,平顺县,140425,0355
山西省,140000,长治市,140400,黎城县,140426,0355
山西省,140000,长治市,140400,壶关县,140427,0355
山西省,140000,长治市,140400,长子县,140428,0355
山西省,140000,长治市,140400,武乡县,140429,0355
山西省,140000,长治市,140400,沁县,140430,0355
山西省,140000,长治市,140400,沁源县,140431,0355
山西省,140000,长治市,140400,潞城区,140406,0355
山西省,140000,晋城市,140500,晋城市市辖区,140501,0356
山西省,140000,晋城市,140500,城区,140502,0356
山西省,140000,晋城市,140500,沁水县,140521,0356
山西省,140000,晋城市,140500,阳城县,140522,0356
山西省,140000,晋城市,140500,陵川县,140524,0356
山西省,140000,晋城市,140500,泽州县,140525,0356
山西省,140000,晋城市,140500,高平市,140581,0356
山西省,140000,朔州市,140600,朔州市市辖区,140601,0349
山西省,140000,朔州市,140600,朔城区,140602,0349
山西省,140000,朔州市,140600,平鲁区,140603,0349
山西省,140000,朔州市,140600,山阴县,140621,0349
山西省,140000,朔州市,140600,应县,140622,0349
山西省,140000,朔州市,140600,右玉县,140623,0349
山西省,140000,朔州市,140600,怀仁市,140681,0349
山西省,140000,晋中市,140700,晋中市市辖区,140701,0354
山西省,140000,晋中市,140700,榆次区,140702,0354
山西省,140000,晋中市,140700,榆社县,140721,0354
山西省,140000,晋中市,140700,左权县,140722,0354
山西省,140000,晋中市,140700,和顺县,140723,0354
山西省,140000,晋中市,140700,昔阳县,140724,0354
山西省,140000,晋中市,140700,寿阳县,140725,0354
山西省,140000,晋中市,140700,太谷区,140703,0354
山西省,140000,晋中市,140700,祁县,140727,0354
山西省,140000,晋中市,140700,平遥县,140728,0354
山西省,140000,晋中市,140700,灵石县,140729,0354
山西省,140000,晋中市,140700,介休市,140781,0354
山西省,140000,运城市,140800,运城市市辖区,140801,0359
山西省,140000,运城市,140800,盐湖区,140802,0359
山西省,140000,运城市,140800,临猗县,140821,0359
山西省,140000,运城市,140800,万荣县,140822,0359
山西省,140000,运城市,140800,闻喜县,140823,0359
山西省,140000,运城市,140800,稷山县,140824,0359
山西省,140000,运城市,140800,新绛县,140825,0359
山西省,140000,运城市,140800,绛县,140826,0359
山西省,140000,运城市,140800,垣曲县,140827,0359
山西省,140000,运城市,140800,夏县,140828,0359
山西省,140000,运城市,140800,平陆县,140829,0359
山西省,140000,运城市,140800,芮城县,140830,0359
山西省,140000,运城市,140800,永济市,140881,0359
山西省,140000,运城市,140800,河津市,140882,0359
山西省,140000,忻州市,140900,忻州市市辖区,140901,0350
山西省,140000,忻州市,140900,忻府区,140902,0350
山西省,140000,忻州市,140900,定襄县,140921,0350
山西省,140000,忻州市,140900,五台县,140922,0350
山西省,140000,忻州市,140900,代县,140923,0350
山西省,140000,忻州市,140900,繁峙县,140924,0350
山西省,140000,忻州市,140900,宁武县,140925,0350
山西省,140000,忻州市,140900,静乐县,140926,0350
山西省,140000,忻州市,140900,神池县,140927,0350
山西省,140000,忻州市,140900,五寨县,140928,0350
山西省,140000,忻州市,140900,岢岚县,140929,0350
山西省,140000,忻州市,140900,河曲县,140930,0350
山西省,140000,忻州市,140900,保德县,140931,0350
山西省,140000,忻州市,140900,偏关县,140932,0350
山西省,140000,忻州市,140900,原平市,140981,0350
山西省,140000,临汾市,141000,临汾市市辖区,141001,0357
山西省,140000,临汾市,141000,尧都区,141002,0357
山西省,140000,临汾市,141000,曲沃县,141021,0357
山西省,140000,临汾市,141000,翼城县,141022,0357
山西省,140000,临汾市,141000,襄汾县,141023,0357
山西省,140000,临汾市,141000,洪洞县,141024,0357
山西省,140000,临汾市,141000,古县,141025,0357
山西省,140000,临汾市,141000,安泽县,141026,0357
山西省,140000,临汾市,141000,浮山县,141027,0357
山西省,140000,临汾市,141000,吉县,141028,0357
山西省,140000,临汾市,141000,乡宁县,141029,0357
山西省,140000,临汾市,141000,大宁县,141030,0357
山西省,140000,临汾市,141000,隰县,141031,0357
山西省,140000,临汾市,141000,永和县,141032,0357
山西省,140000,临汾市,141000,蒲县,141033,0357
山西省,140000,临汾市,141000,汾西县,141034,0357
山西省,140000,临汾市,141000,侯马市,141081,0357
山西省,140000,临汾市,141000,霍州市,141082,0357
山西省,140000,吕梁市,141100,吕梁市市辖区,141101,0358
山西省,140000,吕梁市,141100,离石区,141102,0358
山西省,140000,吕梁市,141100,文水县,141121,0358
山西省,140000,吕梁市,141100,交城县,141122,0358
山西省,140000,吕梁市,141100,兴县,141123,0358
山西省,140000,吕梁市,141100,临县,141124,0358
山西省,140000,吕梁市,141100,柳林县,141125,0358
山西省,140000,吕梁市,141100,石楼县,141126,0358
山西省,140000,吕梁市,141100,岚县,141127,0358
山西省,140000,吕梁市,141100,方山县,141128,0358
山西省,140000,吕梁市,141100,中阳县,141129,0358
山西省,140000,吕梁市,141100,交口县,141130,0358
山西省,140000,吕梁市,141100,孝义市,141181,0358
山西省,140000,吕梁市,141100,汾阳市,141182,0358
内蒙古自治区,150000,呼和浩特市,150100,呼和浩特市市辖区,150101,0471
内蒙古自治区,150000,呼和浩特市,150100,新城区,150102,0471
内蒙古自治区,150000,呼和浩特市,150100,回民区,150103,0471
内蒙古自治区,150000,呼和浩特市,150100,玉泉区,150104,0471
内蒙古自治区,150000,呼和浩特市,150100,赛罕区,150105,0471
内蒙古自治区,150000,呼和浩特市,150100,土默特左旗,150121,0471
内蒙古自治区,150000,呼和浩特市,150100,托克托县,150122,0471
内蒙古自治区,150000,呼和浩特市,150100,和林格尔县,150123,0471
内蒙古自治区,150000,呼和浩特市,150100,清水河县,150124,0471
内蒙古自治区,150000,呼和浩特市,150100,武川县,150125,0471
内蒙古自治区,150000,包头市,150200,包头市市辖区,150201,0472
内蒙古自治区,150000,包头市,150200,东河区,150202,0472
内蒙古自治区,150000,包头市,150200,昆都仑区,150203,0472
内蒙古自治区,150000,包头市,150200,青山区,150204,0472
内蒙古自治区,150000,包头市,150200,石拐区,150205,0472
内蒙古自治区,150000,包头市,150200,白云鄂博矿区,150206,0472
内蒙古自治区,150000,包头市,150200,九原区,150207,0472
内蒙古自治区,150000,包头市,150200,土默特右旗,150221,0472
内蒙古自治区,150000,包头市,150200,固阳县,150222,0472
内蒙古自治区,150000,包头市,150200,达尔罕茂明安联合旗,150223,0472
内蒙古自治区,150000,乌海市,150300,乌海市市辖区,150301,0473
内蒙古自治区,150000,乌海市,150300,海勃湾区,150302,0473
内蒙古自治区,150000,乌海市,150300,海南区,150303,0473
内蒙古自治区,150000,乌海市,150300,乌达区,150304,0473
内蒙古自治区,150000,赤峰市,150400,赤峰市市辖区,150401,0476
内蒙古自治区,150000,赤峰市,150400,红山区,150402,0476
内蒙古自治区,150000,赤峰市,150400,元宝山区,150403,0476
内蒙古自治区,150000,赤峰市,150400,松山区,150404,0476
内蒙古自治区,150000,赤峰市,150400,阿鲁科尔沁旗,150421,0476
内蒙古自治区,150000,赤峰市,150400,巴林左旗,150422,0476
内蒙古自治区,150000,赤峰市,150400,巴林右旗,150423,0476
内蒙古自治区,150000,赤峰市,150400,林西县,150424,0476
内蒙古自治区,150000,赤峰市,150400,克什克腾旗,150425,0476
内蒙古自治区,150000,赤峰市,150400,翁牛特旗,150426,0476
内蒙古自治区,150000,赤峰市,150400,喀喇沁旗,150428,0476
内蒙古自治区,150000,赤峰市,150400,宁城县,150429,0476
内蒙古自治区,150000,赤峰市,150400,敖汉旗,150430,0476
内蒙古自治区,150000,通辽市,150500,通辽市市辖区,150501,0475
内蒙古自治区,150000,通辽市,150500,科尔沁区,150502,0475
内蒙古自治区,150000,通辽市,150500,科尔沁左翼中旗,150521,0475
内蒙古自治区,150000,通辽市,150500,科尔沁左翼后旗,150522,0475
内蒙古自治区,150000,通辽市,150500,开鲁县,150523,0475
内蒙古自治区,150000,通辽市,150500,库伦旗,150524,0475
内蒙古自治区,150000,通辽市,150500,奈曼旗,150525,0475
内蒙古自治区,150000,通辽市,150500,扎鲁特旗,150526,0475
内蒙古自治区,150000,通辽市,150500,霍林郭勒市,150581,0475
内蒙古自治区,150000,鄂尔多斯市,150600,鄂尔多斯市市辖区,150601,0477
内蒙古自治区,150000,鄂尔多斯市,150600,东胜区,150602,0477
内蒙古自治区,150000,鄂尔多斯市,150600,康巴什区,150603,0477
内蒙古自治区,150000,鄂尔多斯市,150600,达拉特旗,150621,0477
内蒙古自治区,150000,鄂尔多斯市,150600,准格尔旗,150622,0477
内蒙古自治区,150000,鄂尔多斯市,150600,鄂托克前旗,150623,0477
内蒙古自治区,150000,鄂尔多斯市,150600,鄂托克旗,150624,0477
内蒙古自治区,150000,鄂尔多斯市,150600,杭锦旗,150625,0477
内蒙古自治区,150000,鄂尔多斯市,150600,乌审旗,150626,0477
内蒙古自治区,150000,鄂尔多斯市,150600,伊金霍洛旗,150627,0477
内蒙古自治区,150000,呼伦贝尔市,150700,呼伦贝尔市市辖区,150701,0470
内蒙古自治区,150000,呼伦贝尔市,150700,海拉尔区,150702,0470
内蒙古自治区,150000,呼伦贝尔市,150700,扎赉诺尔区,150703,0470
内蒙古自治区,150000,呼伦贝尔市,150700,阿荣旗,150721,0470
内蒙古自治区,150000,呼伦贝尔市,150700,莫力达瓦达斡尔族自治旗,150722,0470
内蒙古自治区,150000,呼伦贝尔市,150700,鄂伦春自治旗,150723,0470
内蒙古自治区,150000,呼伦贝尔市,150700,鄂温克族自治旗,150724,0470
内蒙古自治区,150000,呼伦贝尔市,150700,陈巴尔虎旗,150725,0470
内蒙古自治区,150000,呼伦贝尔市,150700,新巴尔虎左旗,150726,0470
内蒙古自治区,150000,呼伦贝尔市,150700,新巴尔虎右旗,150727,0470
内蒙古自治区,150000,呼伦贝尔市,150700,满洲里市,150781,0470
内蒙古自治区,150000,呼伦贝尔市,150700,牙克石市,150782,0470
内蒙古自治区,150000,呼伦贝尔市,150700,扎兰屯市,150783,0470
内蒙古自治区,150000,呼伦贝尔市,150700,额尔古纳市,150784,0470
内蒙古自治区,150000,呼伦贝尔市,150700,根河市,150785,0470
内蒙古自治区,150000,巴彦淖尔市,150800,巴彦淖尔市市辖区,150801,0478
内蒙古自治区,150000,巴彦淖尔市,150800,临河区,150802,0478
内蒙古自治区,150000,巴彦淖尔市,150800,五原县,150821,0478
内蒙古自治区,150000,巴彦淖尔市,150800,磴口县,150822,0478
内蒙古自治区,150000,巴彦淖尔市,150800,乌拉特前旗,150823,0478
内蒙古自治区,150000,巴彦淖尔市,150800,乌拉特中旗,150824,0478
内蒙古自治区,150000,巴彦淖尔市,150800,乌拉特后旗,150825,0478
内蒙古自治区,150000,巴彦淖尔市,150800,杭锦后旗,150826,0478
内蒙古自治区,150000,乌兰察布市,150900,乌兰察布市市辖区,150901,0474
内蒙古自治区,150000,乌兰察布市,150900,集宁区,150902,0474
内蒙古自治区,150000,乌兰察布市,150900,卓资县,150921,0474
内蒙古自治区,150000,乌兰察布市,150900,化德县,150922,0474
内蒙古自治区,150000,乌兰察布市,150900,商都县,150923,0474
内蒙古自治区,150000,乌兰察布市,150900,兴和县,150924,0474
内蒙古自治区,150000,乌兰察布市,150900,凉城县,150925,0474
内蒙古自治区,150000,乌兰察布市,150900,察哈尔右翼前旗,150926,0474
内蒙古自治区,150000,乌兰察布市,150900,察哈尔右翼中旗,150927,0474
内蒙古自治区,150000,乌兰察布市,150900,察哈尔右翼后旗,150928,0474
内蒙古自治区,150000,乌兰察布市,150900,四子王旗,150929,0474
内蒙古自治区,150000,乌兰察布市,150900,丰镇市,150981,0474
内蒙古自治区,150000,兴安盟,152200,乌兰浩特市,152201,0482
内蒙古自治区,150000,兴安盟,152200,阿尔山市,152202,0482
内蒙古自治区,150000,兴安盟,152200,科尔沁右翼前旗,152221,0482
内蒙古自治区,150000,兴安盟,152200,科尔沁右翼中旗,152222,0482
内蒙古自治区,150000,兴安盟,152200,扎赉特旗,152223,0482
内蒙古自治区,150000,兴安盟,152200,突泉县,152224,0482
内蒙古自治区,150000,锡林郭勒盟,152500,二连浩特市,152501,0479
内蒙古自治区,150000,锡林郭勒盟,152500,锡林浩特市,152502,0479
内蒙古自治区,150000,锡林郭勒盟,152500,阿巴嘎旗,152522,0479
内蒙古自治区,150000,锡林郭勒盟,152500,苏尼特左旗,152523,0479
内蒙古自治区,150000,锡林郭勒盟,152500,苏尼特右旗,152524,0479
内蒙古自治区,150000,锡林郭勒盟,152500,东乌珠穆沁旗,152525,0479
内蒙古自治区,150000,锡林郭勒盟,152500,西乌珠穆沁旗,152526,0479
内蒙古自治区,150000,锡林郭勒盟,152500,太仆寺旗,152527,0479
内蒙古自治区,150000,锡林郭勒盟,152500,镶黄旗,152528,0479
内蒙古自治区,150000,锡林郭勒盟,152500,正镶白旗,152529,0479
内蒙古自治区,150000,锡林郭勒盟,152500,正蓝旗,152530,0479
内蒙古自治区,150000,锡林郭勒盟,152500,多伦县,152531,0479
内蒙古自治区,150000,阿拉善盟,152900,阿拉善左旗,152921,0483
内蒙古自治区,150000,阿拉善盟,152900,阿拉善右旗,152922,0483
内蒙古自治区,150000,阿拉善盟,152900,额济纳旗,152923,0483
辽宁省,210000,沈阳市,210100,沈阳市市辖区,210101,024
辽宁省,210000,沈阳市,210100,和平区,210102,024
辽宁省,210000,沈阳市,210100,沈河区,210103,024
辽宁省,210000,沈阳市,210100,大东区,210104,024
辽宁省,210000,沈阳市,210100,皇姑区,210105,024
辽宁省,210000,沈阳市,210100,铁西区,210106,024
辽宁省,210000,沈阳市,210100,苏家屯区,210111,024
辽宁省,210000,沈阳市,210100,浑南区,210112,024
辽宁省,210000,沈阳市,210100,沈北新区,210113,024
辽宁省,210000,沈阳市,210100,于洪区,210114,024
辽宁省,210000,沈阳市,210100,辽中区,210115,024
辽宁省,210000,沈阳市,210100,康平县,210123,024
辽宁省,210000,沈阳市,210100,法库县,210124,024
辽宁省,210000,沈阳市,210100,新民市,210181,024
辽宁省,210000,大连市,210200,大连市市辖区,210201,0411
辽宁省,210000,大连市,210200,中山区,210202,0411
辽宁省,210000,大连市,210200,西岗区,210203,0411
辽宁省,210000,大连市,210200,沙河口区,210204,0411
辽宁省,210000,大连市,210200,甘井子区,210211,0411
辽宁省,210000,大连市,210200,旅顺口区,210212,0411
辽宁省,210000,大连市,210200,金州区,210213,0411
辽宁省,210000,大连市,210200,普兰店区,210214,0411
辽宁省,210000,大连市,210200,长海县,210224,0411
辽宁省,210000,大连市,210200,瓦房店市,210281,0411
辽宁省,210000,大连市,210200,庄河市,210283,0411
辽宁省,210000,鞍山市,210300,鞍山市市辖区,210301,0412
辽宁省,210000,鞍山市,210300,铁东区,210302,0412
辽宁省,210000,鞍山市,210300,铁西区,210303,0412
辽宁省,210000,鞍山市,210300,立山区,210304,0412
辽宁省,210000,鞍山市,210300,千山区,210311,0412
辽宁省,210000,鞍山市,210300,台安县,210321,0412
辽宁省,210000,鞍山市,210300,岫岩满族自治县,210323,0412
辽宁省,210000,鞍山市,210300,海城市,210381,0412
辽宁省,210000,抚顺市,210400,抚顺市市辖区,210401,0413
辽宁省,210000,抚顺市,210400,新抚区,210402,0413
